A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6,F7,F8,F9,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15
43,Female / Perempuan,Diploma,Sendiri,Bawah RM 2500,Yes / Ya,Android,Wi-Fi,Communication/ Komunikasi,None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Self employed,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
56,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Wi-Fi,Communication/ Komunikasi,None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,tidak pernah mengikuti,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2
41,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2
41,Female / Perempuan,Diploma,GLC,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Broadband,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41,Female / Perempuan,Degree,Swasta,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,when i'm want to,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2
52,Female / Perempuan,Degree,Homemaker,Bawah RM 2500,Yes / Ya,Android,Wi-Fi,Communication/ Komunikasi,Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,"In-App communication/ Komunikasi dalam Aplikasi, Progress bar / Bar Kemajuan",Yes / Ya,Depends.,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,3,3,3,3,3,3,2,2,2,1,3,3,3,3,3
40,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Tidak pasti,Tidak pasti,Tidak pasti,Yes / Ya,Tidak pasti,Tidak pasti,Tidak pasti,Tidak pasti,Belum tentu,3,2,2,3,2,3,2,1,1,2,2,1,3,2,2
41,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,2,3,3,3,3,3,3,2,2,3,3,3,3,2
51,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,Communication/ Komunikasi,None / Tiada asas,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,2,3,2,3,2,3,3,3,3,3,2
42,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,X pernah,N/A,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3
42,Female / Perempuan,PhD,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40,Female / Perempuan,PhD,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
42,Female / Perempuan,Master,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Huawei,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",None / Tiada asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,In-App communication/ Komunikasi dalam Aplikasi,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42,Female / Perempuan,Master,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Swasta,rahsia,Yes / Ya,Apple IOS,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
40,Female / Perempuan,Diploma,Suri rumahtangga,Bawah RM 2500,Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
44,Female / Perempuan,Degree,Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,"Wi-Fi, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3
46,Female / Perempuan,PhD,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Entertainment/Hiburan, Pekerjaan ",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Prefer English,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42,Female / Perempuan,Master,Housewife,Bawah RM 2500,Yes / Ya,Apple IOS,Wi-Fi,Communication/ Komunikasi,Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,"Choose tutor/ Pilih tutor., Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45,Female / Perempuan,Master,Housewife,-,Yes / Ya,Android,Wi-Fi,Communication/ Komunikasi,Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi",Yes / Ya,Yes / Ya,Not sure,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2
44,Female / Perempuan,Degree,Surirumah,Bawah RM 2500,Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Business/ Perniagaan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
37,Female / Perempuan,Degree,Suri Rumah,600,Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2
55,Female / Perempuan,PhD,Swasta,"Lebih RM 11,000",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran",Basic / Tahap Asas,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,No / Tidak,No / Tidak,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
47,Female / Perempuan,Degree,-,-,Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,3,3,3,3,2,2,2,2,3,2,3
48,Female / Perempuan,Spm,Suri Rumah ,"Lebih RM 11,000",Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Some of the words,Yes / Ya,Sometimes ,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
44,Female / Perempuan,PhD,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,"Wi-Fi, Broadband",Communication/ Komunikasi,Basic / Tahap Asas,No / Tidak,No / Tidak,Boleh menghafal jika berusaha dgn lebih bersungguh2,No / Tidak,Sederhana penggunaan bahasa Arab. ,Saya memahami bila selalu membaca translation dan saya juga ada asas bahasa Arab. ,"Saya todak meletakkan fokus dalam prmbelajaran bahasa Arab. InshaAllah kalau saya berusaha, apa2 kaedah boleh berjaya. ",No / Tidak,"Saya rasa kalau kita berlatih dgn kerap, kita boleh menguasai bahasa Arab dgn lebih baik. ",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Yes, perlu tapi ia tidak dapat menggantikan keperluan belajar secara formal. Ia hanya sebagai alat membantu pembelajaran. ",Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
44,Female / Perempuan,Degree,Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Business/ Perniagaan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,3,3,2,3,3,2,3,2,3,2,3
43,Female / Perempuan,Master,Homemaker,Unemployed,Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Havent tried on any,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Halaqah needs two way communication with an educator. Not via written Q&A,"Choose tutor/ Pilih tutor., Gamification / Gamifikasi, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3
43,Female / Perempuan,Degree,Surirumah,Bawah RM 2500,Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Tak pernah belajar,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48,Female / Perempuan,Master,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Broadband,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
